mode,load,0_efficientnet_b7-4,1_mobilenet_v3_large-16,2_vgg16-16
mps-uncap,0.8,304.61645126342773,140.3062343597412,252.66146659851074
mps-uncap,0.9,565.4265880584717,607.2256565093994,684.3442916870117
mps-uncap,1.0,1280.8804512023926,2473.170280456543,6498.43955039978
mps-uncap,0.5,72.86691665649414,56.542158126831055,56.05030059814453
mps-uncap,0.6,125.11301040649414,83.25719833374023,85.36720275878906
mps-uncap,0.7,205.20544052124023,103.29771041870117,185.9567165374756
mps-uncap,0.1,35.6755256652832,11.246204376220703,21.398544311523438
mps-uncap,0.2,31.442880630493164,26.67832374572754,28.706789016723633
mps-uncap,0.3,34.62386131286621,23.015737533569336,33.36954116821289
mps-uncap,0.4,60.72044372558594,30.019760131835938,73.22144508361816
