mode,load,0_efficientnet_b7-4,1_mobilenet_v3_large-16,2_vgg16-16
mps-uncap,0.8,360.98384857177734,158.85233879089355,266.1125659942627
mps-uncap,0.9,638.7186050415039,620.7151412963867,696.9723701477051
mps-uncap,1.0,1352.0236015319824,2490.849494934082,6511.240005493164
mps-uncap,0.5,103.19733619689941,72.96371459960938,67.76595115661621
mps-uncap,0.6,164.28804397583008,101.16958618164062,99.01857376098633
mps-uncap,0.7,239.88604545593262,114.05086517333984,199.50199127197266
mps-uncap,0.1,63.057661056518555,24.79839324951172,37.62364387512207
mps-uncap,0.2,63.0183219909668,37.140607833862305,41.15796089172363
mps-uncap,0.3,65.1557445526123,37.77909278869629,47.96409606933594
mps-uncap,0.4,105.05032539367676,38.56658935546875,83.77504348754883
