mode,load,0_densenet121-32,1_efficientnet_b6-32,2_vgg11-32
mps-uncap,0.8,64.89229202270508,111.65642738342285,14.857769012451172
mps-uncap,0.9,101.2117862701416,134.7212791442871,15.64478874206543
mps-uncap,1.0,97.41532802581787,147.23479747772217,16.2431001663208
mps-uncap,0.5,28.02717685699463,60.741424560546875,13.051033020019531
mps-uncap,0.6,36.64553165435791,70.33753395080566,13.032913208007812
mps-uncap,0.7,49.23081398010254,82.46827125549316,13.659954071044922
mps-uncap,0.1,28.44548225402832,42.28568077087402,13.223409652709961
mps-uncap,0.2,26.274919509887695,47.423362731933594,13.04018497467041
mps-uncap,0.3,22.09794521331787,50.35078525543213,12.999534606933594
mps-uncap,0.4,25.95043182373047,56.43820762634277,12.965917587280273
