mode,load,0_densenet121-32,1_efficientnet_b6-32,2_vgg11-32
mps-uncap,0.8,17.096757888793945,38.697242736816406,10.783910751342773
mps-uncap,0.9,17.273664474487305,59.15641784667969,10.906457901000977
mps-uncap,1.0,61.37967109680176,119.18926239013672,14.252185821533203
mps-uncap,0.5,16.69788360595703,38.38229179382324,10.621786117553711
mps-uncap,0.6,16.845703125,38.445472717285156,10.667562484741211
mps-uncap,0.7,17.093420028686523,38.41376304626465,10.64753532409668
mps-uncap,0.1,19.29187774658203,38.233280181884766,10.907173156738281
mps-uncap,0.2,16.877174377441406,38.32507133483887,10.735034942626953
mps-uncap,0.3,16.847610473632812,38.28072547912598,10.605096817016602
mps-uncap,0.4,16.640424728393555,38.40470314025879,10.72835922241211
