mode,load,0_densenet121-32,1_efficientnet_b6-32,2_vgg11-32
mps-uncap,0.8,606.2214374542236,811.1498355865479,244.53020095825195
mps-uncap,0.9,1048.9747524261475,1703.101396560669,492.75875091552734
mps-uncap,1.0,1123.8884925842285,6509.497880935669,6903.799772262573
mps-uncap,0.5,156.31675720214844,315.2117729187012,109.34686660766602
mps-uncap,0.6,253.65471839904785,254.92238998413086,105.66425323486328
mps-uncap,0.7,286.78154945373535,397.78971672058105,138.61703872680664
mps-uncap,0.1,61.01703643798828,89.40339088439941,46.92554473876953
mps-uncap,0.2,93.81794929504395,94.38300132751465,50.12679100036621
mps-uncap,0.3,78.31788063049316,133.78000259399414,46.80919647216797
mps-uncap,0.4,126.30653381347656,172.5177764892578,71.1829662322998
