mode,load,0_densenet121-32,1_efficientnet_b6-32,2_vgg11-32
mps-uncap,0.8,266.7282581329347,431.36196136474615,140.99125862121582
mps-uncap,0.9,646.8546390533447,1287.9762649536133,330.78937530517584
mps-uncap,1.0,742.1973228454589,5581.868195533752,5814.768624305725
mps-uncap,0.5,81.54213428497314,124.00360107421876,32.81292915344239
mps-uncap,0.6,106.28247261047363,145.03321647644046,40.642738342285156
mps-uncap,0.7,117.65174865722656,186.83583736419672,51.52406692504883
mps-uncap,0.1,32.576560974121094,73.6966609954834,18.31376552581787
mps-uncap,0.2,48.823738098144545,69.12775039672852,19.977831840515137
mps-uncap,0.3,45.95189094543457,79.49764728546143,21.267294883728034
mps-uncap,0.4,68.26848983764648,106.40678405761719,28.241872787475586
