mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_resnet50-32,3_squeezenet1_1-16
mps-uncap,1.0,2192.809798031294,520.5512552679418,1471.0742268804981,1664.9873093045317
