mode,load,0_squeezenet1_0-2,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.8,2.3717880249023438,2.065980434417726,2.7244091033935547
mps-uncap,0.9,2.269058227539063,2.2339558601379395,2.7665424346923833
mps-uncap,1.0,2.4544167518615723,2.163410186767578,2.8496026992797847
mps-uncap,0.5,2.743244171142578,2.6340484619140625,2.6726889610290527
mps-uncap,0.6,2.5946760177612305,2.5150966644287114,2.709686756134033
mps-uncap,0.7,2.3994159698486337,2.324218749999999,2.6858639717102055
mps-uncap,0.1,3.043494224548339,2.9155731201171875,2.4844813346862793
mps-uncap,0.2,3.012638092041015,2.979340553283692,2.5428056716918945
mps-uncap,0.3,3.0027437210083003,2.9180479049682617,2.5794172286987305
mps-uncap,0.4,2.902505397796631,2.8995919227600098,2.621726989746092
