mode,load,0_squeezenet1_0-2,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.8,11.785194873809843,8.598101139068607,16.197466850280744
mps-uncap,0.9,15.669684410095218,14.416403770446777,26.1595916748047
mps-uncap,1.0,178.37770938873288,23.463144302368164,103.06411981582639
mps-uncap,0.5,9.583556652069094,9.209311008453367,7.750577926635742
mps-uncap,0.6,9.288148880004885,8.098945617675783,10.161876678466797
mps-uncap,0.7,9.743318557739258,8.3259916305542,12.09195137023926
mps-uncap,0.1,4.877405166625974,4.83126163482666,4.014613628387451
mps-uncap,0.2,6.558175086975095,6.477270126342777,4.438996315002457
mps-uncap,0.3,7.850317955017085,8.09361457824707,5.657129287719727
mps-uncap,0.4,8.887605667114256,9.511020183563236,7.1442985534667836
