mode,load,0_squeezenet1_0-2,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.8,1.7328262329101562,1.4727115631103516,2.363920211791992
mps-uncap,0.9,1.7380714416503906,1.6551017761230469,2.4573802947998047
mps-uncap,1.0,1.962423324584961,1.6641616821289062,2.5587081909179688
mps-uncap,0.5,1.9273757934570312,2.1424293518066406,2.268075942993164
mps-uncap,0.6,1.7609596252441406,1.7180442810058594,2.304553985595703
mps-uncap,0.7,1.6808509826660156,1.5947818756103516,2.305269241333008
mps-uncap,0.1,2.5004148483276367,2.4347305297851562,2.135038375854492
mps-uncap,0.2,2.4938583374023438,2.5136470794677734,2.1605491638183594
mps-uncap,0.3,2.472400665283203,2.4182796478271484,2.196669578552246
mps-uncap,0.4,2.368450164794922,2.300381660461426,2.23541259765625
