mode,load,0_squeezenet1_0-2,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.8,17.632722854614258,15.972137451171875,31.861305236816406
mps-uncap,0.9,30.87615966796875,24.852275848388672,36.509037017822266
mps-uncap,1.0,236.1316680908203,34.50489044189453,114.78877067565918
mps-uncap,0.5,17.419815063476562,14.257669448852539,9.553194046020508
mps-uncap,0.6,18.27096939086914,12.162923812866211,16.016721725463867
mps-uncap,0.7,17.218589782714844,10.117053985595703,16.49951934814453
mps-uncap,0.1,4.088401794433594,6.4182281494140625,3.404378890991211
mps-uncap,0.2,9.911298751831055,7.987737655639648,5.139589309692383
mps-uncap,0.3,8.765459060668945,11.719703674316406,8.075237274169922
mps-uncap,0.4,12.443304061889648,13.838052749633789,12.042999267578125
