mode,load,0_squeezenet1_0-2,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.8,10.018522739410406,7.11955547332764,13.872075080871571
mps-uncap,0.9,13.863162994384773,12.678146362304688,23.631792068481477
mps-uncap,1.0,176.2747550010681,21.72009944915771,100.56111812591551
mps-uncap,0.5,7.648861408233649,7.2284460067749015,5.493736267089842
mps-uncap,0.6,7.275929450988778,6.32509231567383,7.829606533050537
mps-uncap,0.7,8.046388626098633,6.824517250061028,9.802234172821045
mps-uncap,0.1,2.5031828880310005,2.5122356414794935,2.0014071464538574
mps-uncap,0.2,4.1098022460937385,4.034199714660651,2.326393127441407
mps-uncap,0.3,5.4405450820922585,5.696604251861573,3.4894084930419957
mps-uncap,0.4,6.695160865783689,7.264912128448489,4.975528717041005
