mode,load,0_squeezenet1_0-2,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.8,3.148317337036133,2.9556751251220703,3.687620162963867
mps-uncap,0.9,3.1044483184814453,3.3588409423828125,3.7467479705810547
mps-uncap,1.0,3.480672836303711,3.1561851501464844,3.957509994506836
mps-uncap,0.5,3.3638477325439453,3.0252933502197266,3.8328170776367188
mps-uncap,0.6,3.373861312866211,3.4444332122802734,3.5648345947265625
mps-uncap,0.7,3.109455108642578,2.8228759765625,3.579854965209961
mps-uncap,0.1,3.9899349212646484,3.461122512817383,2.686023712158203
mps-uncap,0.2,3.4499168395996094,3.6160945892333984,3.1926631927490234
mps-uncap,0.3,3.396749496459961,3.4055709838867188,2.959012985229492
mps-uncap,0.4,3.9136409759521484,3.298044204711914,3.487110137939453
