mode,load,0_squeezenet1_0-2,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.8,2.377748489379883,1.891493797302246,3.9243698120117188
mps-uncap,0.9,3.2782554626464844,2.9227733612060547,5.328655242919922
mps-uncap,1.0,28.340578079223633,4.462003707885742,18.14579963684082
mps-uncap,0.5,2.501249313354492,2.4678707122802734,2.4917125701904297
mps-uncap,0.6,2.277851104736328,2.239227294921875,2.6335716247558594
mps-uncap,0.7,2.146482467651367,2.0313262939453125,3.0781030654907227
mps-uncap,0.1,2.597332000732422,2.508878707885742,2.1963119506835938
mps-uncap,0.2,2.6410818099975586,2.659320831298828,2.2428035736083984
mps-uncap,0.3,2.684950828552246,2.6581287384033203,2.306699752807617
mps-uncap,0.4,2.662062644958496,2.6608705520629883,2.390146255493164
