mode,load,0_squeezenet1_0-2,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.8,0.8156299591064453,0.42235851287841797,1.5931129455566406
mps-uncap,0.9,1.5888214111328125,1.3394355773925781,2.894163131713867
mps-uncap,1.0,26.40712261199951,2.7883052825927734,15.597820281982422
mps-uncap,0.5,0.06306171417236328,0.1201629638671875,0.04100799560546875
mps-uncap,0.6,0.26607513427734375,0.2689361572265625,0.048279762268066406
mps-uncap,0.7,0.4076957702636719,0.3854036331176758,0.7921457290649414
mps-uncap,0.1,0.04482269287109375,0.04291534423828125,0.04458427429199219
mps-uncap,0.2,0.0438690185546875,0.04458427429199219,0.04506111145019531
mps-uncap,0.3,0.044345855712890625,0.04482269287109375,0.04482269287109375
mps-uncap,0.4,0.04553794860839844,0.0457763671875,0.04267692565917969
