mode,load,0_squeezenet1_0-2,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.8,2.154111862182617,1.8157958984375,2.583742141723633
mps-uncap,0.9,2.084970474243164,1.9989013671875,2.630949020385742
mps-uncap,1.0,2.296137809753418,1.972198486328125,2.6903152465820312
mps-uncap,0.5,2.4662017822265625,2.3992061614990234,2.514362335205078
mps-uncap,0.6,2.2440433502197275,2.202272415161133,2.5606155395507812
mps-uncap,0.7,2.129840850830078,1.9009113311767578,2.547740936279297
mps-uncap,0.1,2.8018951416015625,2.705526351928711,2.3111581802368164
mps-uncap,0.2,2.801966667175293,2.809286117553711,2.3610591888427734
mps-uncap,0.3,2.729201316833496,2.742290496826172,2.403569221496582
mps-uncap,0.4,2.652406692504883,2.6235580444335938,2.4639129638671875
