mode,load,0_squeezenet1_0-2,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.8,4.613327980041502,3.08530330657959,6.905317306518555
mps-uncap,0.9,6.921100616455082,6.082034111022949,11.182451248168947
mps-uncap,1.0,127.89909839630128,10.798978805541992,65.74642658233643
mps-uncap,0.5,3.2826662063598633,3.365039825439453,2.480840682983399
mps-uncap,0.6,3.106927871704104,3.0507564544677743,3.4737586975097656
mps-uncap,0.7,3.5187721252441424,3.0734062194824228,4.691171646118164
mps-uncap,0.1,0.2960443496704109,0.44698715209961226,0.06198883056640625
mps-uncap,0.2,1.768898963928223,1.880788803100586,1.020669937133789
mps-uncap,0.3,2.4111270904541016,2.3771762847900386,1.6087055206298833
mps-uncap,0.4,3.0393600463867214,3.349947929382324,2.0606040954589844
