mode,load,0_vgg16-32,1_efficientnet_b7-16,2_resnet34-4
mps-uncap,1.0,22.367000579833984,128.6449432373047,8.064985275268555
mig,1.0,42.08970069885254,99.06911849975586,4.557132720947266
