mode,load,0_squeezenet1_1-2,1_squeezenet1_1-2
mig,0.1,3.9992332458496094,4.0454864501953125
mig,0.2,3.1774997711181645,3.139495849609375
mig,0.3,2.0867824554443355,2.069711685180664
mig,0.4,1.8589496612548828,1.924753189086914
mig,0.5,1.7824172973632812,1.8184185028076172
mig,0.6,1.7893314361572266,1.7862319946289062
mig,0.7,1.802206039428711,1.8165111541748047
mig,0.8,1.8110275268554688,1.7991065979003906
mig,0.9,1.8131732940673828,1.8312931060791016
mig,1.0,1.8105506896972656,1.7955303192138672
