mode,load,0_squeezenet1_1-2,1_squeezenet1_1-2
mig,0.1,0.028371810913085938,0.029325485229492188
mig,0.2,0.028133392333984375,0.02765655517578125
mig,0.3,0.3120899200439453,0.44548511505126953
mig,0.4,1.3074874877929688,1.6329288482666016
mig,0.5,3.443002700805664,5.023717880249023
mig,0.6,1967.0591354370117,1802.6366233825684
mig,0.7,5485.710263252258,6684.674978256226
mig,0.8,9001.065969467163,8975.967645645142
mig,0.9,11017.083168029785,11838.513970375061
mig,1.0,12697.611808776855,12923.927545547485
