mode,load,0_squeezenet1_1-2,1_squeezenet1_1-2
mig,0.1,206.0924873599909,203.75960630736876
mig,0.2,398.23499147766023,411.3540736773708
mig,0.3,586.7352730076271,608.3817353937213
mig,0.4,792.1417933735102,818.5940981393564
mig,0.5,1007.8273165682641,1014.1664523827247
mig,0.6,1139.2752811292473,1141.2130742323416
mig,0.7,1132.0181024808298,1123.3919265283594
mig,0.8,1128.4010985883815,1135.762377057058
mig,0.9,1127.166796839878,1115.9076515402726
mig,1.0,1130.340836750335,1138.369151071048
