mode,load,0_densenet169-8,1_efficientnet_b5-2,2_resnet50-2
mps-uncap,0.8,20.36905288696289,18.410444259643555,8.971691131591797
mps-uncap,0.9,20.066261291503906,20.543575286865234,12.80832290649414
mps-uncap,1.0,20.5686092376709,19.27495002746582,13.231992721557617
mps-uncap,0.5,20.561695098876953,18.072843551635742,7.4863433837890625
mps-uncap,0.6,21.628141403198242,18.146991729736328,7.4939727783203125
mps-uncap,0.7,20.48325538635254,19.982337951660156,7.788896560668945
mps-uncap,0.1,33.33449363708496,28.850317001342773,13.462066650390625
mps-uncap,0.2,31.75640106201172,26.924610137939453,11.298179626464844
mps-uncap,0.3,24.51801300048828,23.258209228515625,10.377883911132812
mps-uncap,0.4,20.984411239624023,19.454002380371094,9.795904159545898
