mode,load,0_densenet169-8,1_efficientnet_b5-2,2_resnet50-2
mps-uncap,0.8,17.433643341064453,15.875101089477539,4.791498184204102
mps-uncap,0.9,17.492055892944336,15.55776596069336,4.899501800537109
mps-uncap,1.0,17.59052276611328,15.382766723632812,4.847049713134766
mps-uncap,0.5,17.12942123413086,14.863252639770508,4.67991828918457
mps-uncap,0.6,17.345190048217773,15.123367309570312,4.721879959106445
mps-uncap,0.7,17.451763153076172,15.224456787109375,4.767656326293945
mps-uncap,0.1,17.11130142211914,14.915227890014648,4.745244979858398
mps-uncap,0.2,17.19188690185547,15.129566192626953,4.676342010498047
mps-uncap,0.3,16.752004623413086,15.137195587158203,4.7435760498046875
mps-uncap,0.4,17.201900482177734,15.118837356567383,4.67371940612793
