mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_vgg11-16
mps-uncap,1.0,1549.6860446139708,1549.682890366562,100.80374036500575,1691.1821788705006
