mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_vgg11-16
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.011444091796875,0.00095367431640625
