mode,load,0_alexnet-2,1_resnet152-16,2_resnet152-8
mps-uncap,0.8,4.439401626586914,78.16915512084961,58.431315422058105
mps-uncap,0.9,5.687665939331056,106.3814640045166,126.2474060058594
mps-uncap,1.0,33.382487297058105,767.2872543334961,905.8589935302734
mps-uncap,0.5,2.2437572479248047,32.002043724060066,28.14135551452637
mps-uncap,0.6,2.5899410247802734,41.49370193481444,29.843807220458984
mps-uncap,0.7,3.2215118408203125,50.85902214050293,42.02616214752197
mps-uncap,0.1,1.3723373413085938,20.624399185180664,20.179414749145508
mps-uncap,0.2,1.592254638671875,20.513343811035156,21.64230346679688
mps-uncap,0.3,1.8606185913085938,27.68111228942871,24.452495574951172
mps-uncap,0.4,1.954150199890137,30.68156242370606,26.38239860534668
