mode,load,0_alexnet-2,1_resnet152-16,2_resnet152-8
mps-uncap,0.8,16.68095588684082,191.9233798980713,130.53512573242188
mps-uncap,0.9,19.20485496520996,212.14842796325684,240.47422409057617
mps-uncap,1.0,66.07484817504883,970.2503681182861,1268.547773361206
mps-uncap,0.5,7.730722427368164,72.88718223571777,71.89273834228516
mps-uncap,0.6,8.84556770324707,116.8212890625,76.5995979309082
mps-uncap,0.7,12.197732925415039,139.69826698303223,114.74418640136719
mps-uncap,0.1,3.365755081176758,36.54193878173828,37.68610954284668
mps-uncap,0.2,4.645109176635742,38.98739814758301,48.035621643066406
mps-uncap,0.3,5.79524040222168,52.808523178100586,49.49021339416504
mps-uncap,0.4,7.148504257202148,55.62734603881836,49.080848693847656
