mode,load,0_alexnet-2,1_resnet152-16,2_resnet152-8
mps-uncap,0.8,0.3235340118408203,11.513710021972656,5.965590476989746
mps-uncap,0.9,0.7290840148925781,20.140886306762695,21.075129508972168
mps-uncap,1.0,7.375478744506836,270.68066596984863,484.508752822876
mps-uncap,0.5,0.03886222839355469,0.05030632019042969,0.05054473876953125
mps-uncap,0.6,0.03933906555175781,0.05698204040527344,0.04553794860839844
mps-uncap,0.7,0.042438507080078125,1.4379024505615234,0.056743621826171875
mps-uncap,0.1,0.04458427429199219,0.06341934204101562,0.06270408630371094
mps-uncap,0.2,0.04506111145019531,0.059604644775390625,0.05888938903808594
mps-uncap,0.3,0.04267692565917969,0.059604644775390625,0.05793571472167969
mps-uncap,0.4,0.03933906555175781,0.0553131103515625,0.055789947509765625
