mode,load,0_alexnet-2,1_resnet152-16,2_resnet152-8
mps-uncap,0.8,3.4351348876953125,25.603294372558594,23.115873336791992
mps-uncap,0.9,3.438711166381836,25.65145492553711,24.453163146972656
mps-uncap,1.0,3.4995079040527344,25.392770767211914,25.87413787841797
mps-uncap,0.5,3.2835006713867188,22.485017776489258,22.446155548095703
mps-uncap,0.6,3.050565719604492,23.91219139099121,22.670507431030273
mps-uncap,0.7,3.0205249786376953,24.820327758789062,22.853612899780273
mps-uncap,0.1,3.3414363861083984,21.498680114746094,21.184921264648438
mps-uncap,0.2,3.1058788299560547,26.941537857055664,21.02971076965332
mps-uncap,0.3,2.736330032348633,21.660566329956055,22.922277450561523
mps-uncap,0.4,3.1270980834960938,21.646738052368164,22.54319190979004
