mode,load,0_alexnet-2,1_resnet152-16,2_resnet152-8
mps-uncap,0.8,8.608341217041016,148.85704994201663,107.44324445724502
mps-uncap,0.9,11.747999191284178,160.91778755187985,202.30196952819813
mps-uncap,1.0,52.72279739379886,873.0814933776859,1150.5974769592287
mps-uncap,0.5,4.150152206420898,54.01249170303342,46.075496673583935
mps-uncap,0.6,5.015983581542968,66.21902227401729,49.53150749206542
mps-uncap,0.7,6.386594772338867,97.69679069519044,77.53387689590457
mps-uncap,0.1,2.0410490036010698,34.168100357055714,29.579334259033196
mps-uncap,0.2,2.483901977539065,30.25125026702881,34.08838748931885
mps-uncap,0.3,3.0150890350341757,36.96193695068359,38.11444759368894
mps-uncap,0.4,3.3220839500427264,45.516653060913086,41.18608474731445
