mode,load,0_alexnet-2,1_resnet152-16,2_resnet152-8
mps-uncap,0.8,3.0982494354248056,56.79335594177246,40.34225940704346
mps-uncap,0.9,4.381108283996582,83.48269462585449,106.99994564056404
mps-uncap,1.0,31.973743438720703,743.492603302002,882.0986747741699
mps-uncap,0.5,1.0859966278076172,14.322376251220708,13.22517395019532
mps-uncap,0.6,1.4081478118896487,22.57101535797119,14.547443389892573
mps-uncap,0.7,1.9582748413085942,30.851888656616218,26.048111915588375
mps-uncap,0.1,0.06008148193359375,0.06937980651855469,0.07276535034179689
mps-uncap,0.2,0.4341602325439453,2.54044532775879,6.859064102172857
mps-uncap,0.3,0.7636547088623047,11.007070541381836,9.78293418884277
mps-uncap,0.4,0.8738756179809573,13.709878921508793,11.630439758300783
