mode,load,0_alexnet-2,1_resnet152-16,2_resnet152-8
mps-uncap,0.8,0.5509853363037109,14.234781265258789,8.934259414672852
mps-uncap,0.9,0.5514621734619141,14.206409454345703,9.081363677978516
mps-uncap,1.0,0.5595684051513672,15.276432037353516,9.225845336914062
mps-uncap,0.5,0.553131103515625,13.925552368164062,8.76474380493164
mps-uncap,0.6,0.5495548248291016,14.160633087158203,8.719921112060547
mps-uncap,0.7,0.5524158477783203,13.95726203918457,8.736133575439453
mps-uncap,0.1,0.5550384521484375,13.86570930480957,8.78286361694336
mps-uncap,0.2,0.5543231964111328,13.85641098022461,8.727788925170898
mps-uncap,0.3,0.5545616149902344,13.8702392578125,8.674860000610352
mps-uncap,0.4,0.5507469177246094,13.888120651245117,8.702993392944336
