mode,load,0_resnet18-2,1_resnet18-2
mig,0.1,0.010251998901367188,0.008106231689453125
mig,0.2,0.0095367431640625,0.008106231689453125
mig,0.3,0.007867813110351562,0.008344650268554688
mig,0.4,0.0073909759521484375,0.0073909759521484375
mig,0.5,0.007152557373046875,0.0073909759521484375
mig,0.6,0.007152557373046875,0.0073909759521484375
mig,0.7,0.0073909759521484375,0.007152557373046875
mig,0.8,0.0073909759521484375,0.007152557373046875
mig,0.9,0.007152557373046875,0.010013580322265625
mig,1.0,0.00762939453125,0.009059906005859375
