mode,load,0_resnet152-16,1_squeezenet1_1-32,2_squeezenet1_1-8
mps-uncap,0.8,295.5193519592285,174.91888999938965,64.0721321105957
mps-uncap,0.9,1052.121639251709,2697.5739002227783,85.5705738067627
mps-uncap,1.0,829.8320770263672,9252.087831497192,4168.880939483643
mps-uncap,0.5,138.9639377593994,35.399675369262695,20.31111717224121
mps-uncap,0.6,164.80183601379395,57.41143226623535,29.788732528686523
mps-uncap,0.7,166.0323143005371,55.19890785217285,43.38788986206055
mps-uncap,0.1,27.95553207397461,17.102479934692383,7.184743881225586
mps-uncap,0.2,38.170814514160156,16.397476196289062,10.969400405883789
mps-uncap,0.3,40.22359848022461,21.320104598999023,14.874696731567383
mps-uncap,0.4,63.25984001159668,35.51530838012695,20.94411849975586
