mode,load,0_resnet152-16,1_squeezenet1_1-32,2_squeezenet1_1-8
mps-uncap,0.8,33.18333625793457,8.10551643371582,5.948066711425781
mps-uncap,0.9,33.80155563354492,8.548307418823244,5.6675195693969735
mps-uncap,1.0,31.144428253173828,8.839988708496096,6.616353988647461
mps-uncap,0.5,26.023340225219727,8.005809783935547,4.832863807678223
mps-uncap,0.6,29.582643508911133,7.75604248046875,5.227327346801758
mps-uncap,0.7,31.38010501861572,7.891511917114258,5.524778366088867
mps-uncap,0.1,32.09943771362305,8.4256649017334,4.363155364990234
mps-uncap,0.2,30.041813850402836,7.681655883789063,4.461836814880371
mps-uncap,0.3,25.919485092163086,7.796144485473633,4.4017791748046875
mps-uncap,0.4,26.344013214111328,7.823944091796875,4.354572296142578
