mode,load,0_resnet152-16,1_squeezenet1_1-32,2_squeezenet1_1-8
mps-uncap,0.8,266.22680664062517,142.63325929641724,43.26558113098145
mps-uncap,0.9,969.8698329925538,2648.1783747673035,64.4905805587769
mps-uncap,1.0,726.9206905364989,9146.698794364927,4136.960029602051
mps-uncap,0.5,88.7199640274048,23.6514949798584,13.787567615509028
mps-uncap,0.6,109.75548028945892,30.502958297729457,17.190933227539066
mps-uncap,0.7,131.69808387756345,40.743939876556354,26.853466033935582
mps-uncap,0.1,49.10104751586914,14.922564029693593,8.069589138031004
mps-uncap,0.2,47.04495906829846,14.063310623168944,9.481663703918466
mps-uncap,0.3,47.592515945434485,17.293419837951664,10.571200847625732
mps-uncap,0.4,59.33689594268799,21.246671676635742,11.14120483398438
