mode,load,0_resnet152-16,1_squeezenet1_1-32,2_squeezenet1_1-8
mps-uncap,0.8,15.472650527954102,3.80706787109375,1.7261505126953125
mps-uncap,0.9,20.22862434387207,3.963947296142578,1.7054080963134766
mps-uncap,1.0,18.66602897644043,4.415750503540039,2.3088455200195312
mps-uncap,0.5,14.744043350219727,3.705739974975586,1.730203628540039
mps-uncap,0.6,14.813661575317383,3.7293434143066406,1.718282699584961
mps-uncap,0.7,14.78433609008789,3.7162303924560547,1.7249584197998047
mps-uncap,0.1,15.824079513549805,4.085779190063477,1.9841194152832031
mps-uncap,0.2,14.643192291259766,3.9215087890625,1.916646957397461
mps-uncap,0.3,14.70947265625,3.7539005279541016,1.8868446350097656
mps-uncap,0.4,14.739036560058594,3.7131309509277344,1.7282962799072266
