mode,load,0_resnet152-16,1_squeezenet1_1-32,2_squeezenet1_1-8
mps-uncap,0.8,34.612841606140144,9.804654121398922,7.6829028129577654
mps-uncap,0.9,34.88462448120117,9.788274765014648,7.10512161254883
mps-uncap,1.0,32.31562614440918,9.917755126953125,7.605190277099609
mps-uncap,0.5,29.58451747894287,11.126711368560787,7.129979133605957
mps-uncap,0.6,32.882609367370605,10.74302673339843,7.293272018432622
mps-uncap,0.7,33.879971504211426,10.845794677734364,7.443890571594239
mps-uncap,0.1,33.99700164794922,11.78427457809447,5.807528495788572
mps-uncap,0.2,32.43484973907471,10.659132003784173,6.082122325897219
mps-uncap,0.3,31.326065063476552,11.466724872589115,6.1185598373413095
mps-uncap,0.4,30.657927989959717,11.34258508682251,6.049113273620606
