mode,load,0_resnet152-16,1_squeezenet1_1-32,2_squeezenet1_1-8
mps-uncap,0.8,406.34606012213385,4122.823020769855,1406.0504544848886
mps-uncap,0.9,473.4566173789614,4480.226458865648,1623.964215912026
mps-uncap,1.0,517.8113253716842,4289.9523264598865,1630.3493607115342
mps-uncap,0.5,254.44415365159352,2506.5116240708567,869.0149527364687
mps-uncap,0.6,295.00257951687104,3068.894775222375,1052.3542047704773
mps-uncap,0.7,348.3319341514467,3511.0739570936025,1215.7712187536104
mps-uncap,0.1,47.59352405921175,489.168150970817,173.25919155575866
mps-uncap,0.2,97.90592754184092,971.280623471961,354.00078385661374
mps-uncap,0.3,153.17778164437038,1485.576403132384,516.720430928731
mps-uncap,0.4,205.25451742491936,1986.724389311706,687.4978142428797
