mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-2,2_resnet50-8
mps-uncap,0.8,330.0564193725585,59.22304868698122,59.47582244873047
mps-uncap,0.9,997.538948059082,280.0436973571777,192.00522899627708
mps-uncap,1.0,1830.5786848068237,1056.785593032837,562.0085716247557
mps-uncap,0.5,95.87032318115229,17.62297868728637,25.791501998901403
mps-uncap,0.6,142.3287820816041,23.27548980712888,34.079480171203606
mps-uncap,0.7,135.86704254150405,28.476128578186028,40.79991340637208
mps-uncap,0.1,18.41604709625245,6.167478561401358,5.2755713462829545
mps-uncap,0.2,42.111463546752944,10.084941387176508,10.238943099975584
mps-uncap,0.3,59.78468656539919,14.26367044448853,15.180933475494372
mps-uncap,0.4,58.0436134338379,13.764324188232424,17.490768432617106
