mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-2,2_resnet50-8
mps-uncap,0.8,23.363590240478516,3.5250186920166016,2.6865005493164062
mps-uncap,0.9,64.69130516052246,26.57461166381836,20.044565200805664
mps-uncap,1.0,1011.71875,426.0544776916504,230.90100288391113
mps-uncap,0.5,0.06186962127685547,0.0476837158203125,0.04982948303222656
mps-uncap,0.6,2.370476722717285,0.05221366882324219,0.04744529724121094
mps-uncap,0.7,10.806083679199219,0.7544755935668945,0.049591064453125
mps-uncap,0.1,0.06175041198730469,0.054836273193359375,0.05984306335449219
mps-uncap,0.2,0.06198883056640625,0.05054473876953125,0.05507469177246094
mps-uncap,0.3,0.06127357482910156,0.050067901611328125,0.05412101745605469
mps-uncap,0.4,0.06198883056640625,0.050067901611328125,0.05078315734863281
