mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-2,2_resnet50-8
mps-uncap,0.8,27.77576446533203,2.722024917602539,3.829479217529297
mps-uncap,0.9,27.65631675720215,2.7179718017578125,3.808736801147461
mps-uncap,1.0,28.584003448486328,2.772092819213867,4.122495651245117
mps-uncap,0.5,27.43244171142578,2.6633739471435547,3.8347244262695312
mps-uncap,0.6,27.34827995300293,2.725362777709961,3.8063526153564453
mps-uncap,0.7,27.414560317993164,2.682209014892578,3.8127899169921875
mps-uncap,0.1,27.450084686279297,2.8171539306640625,3.841876983642578
mps-uncap,0.2,27.3897647857666,2.727031707763672,3.8385391235351562
mps-uncap,0.3,27.445077896118164,2.7153491973876953,3.814220428466797
mps-uncap,0.4,27.40955352783203,2.703428268432617,3.8251876831054688
