mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-2,2_resnet50-8
mps-uncap,0.8,27.888059616088867,2.773761749267578,3.846883773803711
mps-uncap,0.9,27.69303321838379,2.754688262939453,3.821134567260742
mps-uncap,1.0,31.69989585876465,5.097627639770508,6.7653656005859375
mps-uncap,0.5,27.49490737915039,2.720355987548828,3.8483142852783203
mps-uncap,0.6,27.423858642578125,2.7756690979003906,3.8225650787353516
mps-uncap,0.7,27.440309524536133,2.721071243286133,3.825664520263672
mps-uncap,0.1,27.47035026550293,2.961874008178711,3.854036331176758
mps-uncap,0.2,27.429580688476562,2.760648727416992,3.8564205169677734
mps-uncap,0.3,27.4660587310791,2.8035640716552734,3.840208053588867
mps-uncap,0.4,27.48560905456543,2.7282238006591797,3.836393356323242
