mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-2,2_resnet50-8
mps-uncap,0.8,37.303924560546875,15.298843383789062,18.06950569152832
mps-uncap,0.9,37.68134117126465,16.475915908813477,19.164085388183594
mps-uncap,1.0,38.21444511413574,14.529705047607422,19.536733627319336
mps-uncap,0.5,35.79568862915039,13.542890548706055,18.018007278442383
mps-uncap,0.6,35.89773178100586,13.648509979248047,18.674373626708984
mps-uncap,0.7,36.14044189453125,13.751506805419922,18.6307430267334
mps-uncap,0.1,32.45425224304199,12.653350830078125,17.67110824584961
mps-uncap,0.2,34.29818153381348,13.489484786987305,17.68016815185547
mps-uncap,0.3,34.85536575317383,13.294696807861328,17.7762508392334
mps-uncap,0.4,35.31455993652344,13.406991958618164,17.88640022277832
