mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-2,2_resnet50-8
mps-uncap,0.8,364.60267066955566,66.40972137451173,70.04779815673827
mps-uncap,0.9,1029.2402839660645,287.66801834106445,205.7444620132448
mps-uncap,1.0,1866.5475249290466,1064.7857284545898,575.0396966934202
mps-uncap,0.5,127.07633018493647,23.721001148223877,35.96947193145754
mps-uncap,0.6,173.11096191406256,28.912601470947187,45.568716526031416
mps-uncap,0.7,170.30291557312023,34.51685428619385,51.48637771606446
mps-uncap,0.1,45.93997955322267,12.822494506835922,16.6972541809082
mps-uncap,0.2,70.52263736724854,16.988825798034664,20.579175949096676
mps-uncap,0.3,87.98372983932495,21.38271808624268,24.217247962951657
mps-uncap,0.4,87.78670310974121,21.755304336547862,26.74798965454101
