mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-2,2_resnet50-8
mps-uncap,0.8,445.0089931488037,114.3503189086914,98.26779365539551
mps-uncap,0.9,1113.7573719024658,352.53119468688965,245.81503868103027
mps-uncap,1.0,1989.54439163208,1114.4351959228516,638.9129161834717
mps-uncap,0.5,161.99326515197754,34.40284729003906,55.11665344238281
mps-uncap,0.6,246.08993530273438,46.01454734802246,77.19564437866211
mps-uncap,0.7,205.87635040283203,64.20063972473145,83.94742012023926
mps-uncap,0.1,53.36356163024902,14.792919158935547,19.538402557373047
mps-uncap,0.2,105.98325729370117,23.838520050048828,32.82666206359863
mps-uncap,0.3,156.15081787109375,31.845569610595703,38.16485404968262
mps-uncap,0.4,106.46414756774902,38.01560401916504,37.14299201965332
