mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-2,2_resnet50-8
mps-uncap,0.8,35.94532012939453,10.950112342834474,15.585899353027347
mps-uncap,0.9,35.17298698425293,13.539934158325195,16.64137840270996
mps-uncap,1.0,36.29946708679199,12.357091903686523,16.085028648376465
mps-uncap,0.5,34.348106384277344,9.41164493560791,14.086246490478516
mps-uncap,0.6,34.73203182220459,9.734725952148438,14.386725425720213
mps-uncap,0.7,35.083770751953125,10.081672668457033,15.042304992675781
mps-uncap,0.1,30.056142807006836,7.607603073120117,7.608318328857423
mps-uncap,0.2,30.453014373779297,7.7974557876586905,10.44321060180664
mps-uncap,0.3,32.56573677062988,8.438277244567873,11.518239974975586
mps-uncap,0.4,33.109331130981445,9.300279617309572,13.211297988891602
