mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-2,2_resnet50-8
mps-uncap,0.8,413.18583488464355,103.99818420410156,91.17388725280762
mps-uncap,0.9,1079.164743423462,337.56041526794434,234.43365097045898
mps-uncap,1.0,1953.1466960906982,1108.9227199554443,626.1467933654785
mps-uncap,0.5,127.39276885986328,27.341365814208984,44.129371643066406
mps-uncap,0.6,212.97049522399902,33.78558158874512,72.93987274169922
mps-uncap,0.7,172.44410514831543,53.6961555480957,76.77483558654785
mps-uncap,0.1,23.20694923400879,7.915735244750977,9.856939315795898
mps-uncap,0.2,78.3379077911377,17.389774322509766,19.524574279785156
mps-uncap,0.3,122.21670150756836,25.78139305114746,30.477046966552734
mps-uncap,0.4,75.79421997070312,30.59554100036621,26.69811248779297
