mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-2,2_resnet50-8
mps-uncap,0.8,0.013828277587890625,0.009298324584960938,0.01049041748046875
mps-uncap,0.9,0.013828277587890625,0.00858306884765625,0.010728836059570312
mps-uncap,1.0,0.017881393432617188,0.013589859008789062,0.011682510375976562
mps-uncap,0.5,0.013589859008789062,0.009298324584960938,0.009298324584960938
mps-uncap,0.6,0.013828277587890625,0.010967254638671875,0.010728836059570312
mps-uncap,0.7,0.014066696166992188,0.008821487426757812,0.01049041748046875
mps-uncap,0.1,0.014543533325195312,0.011920928955078125,0.012159347534179688
mps-uncap,0.2,0.0152587890625,0.011682510375976562,0.011682510375976562
mps-uncap,0.3,0.014543533325195312,0.011444091796875,0.012874603271484375
mps-uncap,0.4,0.014543533325195312,0.011205673217773438,0.011205673217773438
