mode,load,0_efficientnet_b7-4,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.6,30.415654182434082,21.170616149902344,12.326955795288086
mig,0.6,30.825376510620117,21.003246307373047,13.566970825195312
mps-uncap,0.7,40.338754653930664,28.37228775024414,17.046451568603516
mig,0.7,35.73417663574219,26.03912353515625,16.89743995666504
mps-uncap,0.8,49.755096435546875,35.006165504455566,24.233341217041016
mig,0.8,43.83397102355957,32.88125991821289,22.01390266418457
mps-uncap,0.9,106.30965232849121,62.86430358886719,35.49516201019287
mig,0.9,89.63274955749512,68.24612617492676,36.385178565979004
mps-uncap,1.0,2220.7430601119995,2464.946985244751,497.7269172668457
mig,1.0,707.9544067382812,276.8411636352539,145.2639102935791
mps-uncap,1.1,4926.122784614563,3882.3208808898926,3811.0381364822388
mig,1.1,4284.486293792725,2234.4791889190674,4427.463412284851
mps-uncap,1.2,8242.847084999084,7510.124683380127,7326.786279678345
mig,1.2,7704.471707344055,8559.688329696655,8640.867590904236
mps-uncap,1.3,10133.206486701965,11268.4326171875,10914.496660232544
mig,1.3,8791.680812835693,10466.10403060913,10930.11999130249
