mode,load,0_efficientnet_b7-4,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.6,22.71554470062256,16.120362281799316,9.793901443481445
mig,0.6,22.681522369384766,15.970897674560547,9.894657135009766
mps-uncap,0.7,22.849416732788086,16.06769561767578,9.93809700012207
mig,0.7,22.269010543823242,16.037702560424805,9.730911254882812
mps-uncap,0.8,22.582244873046875,15.72737693786621,9.891748428344727
mig,0.8,22.276592254638672,15.916728973388674,9.658622741699219
mps-uncap,0.9,22.678518295288086,15.754938125610352,9.878087043762207
mig,0.9,21.74820899963379,15.523195266723633,9.534525871276855
mps-uncap,1.0,22.393059730529785,16.12544059753418,9.765863418579102
mig,1.0,21.801066398620605,15.304327011108398,9.412693977355957
mps-uncap,1.1,22.4318265914917,15.826702117919922,9.696745872497559
mig,1.1,21.92974090576172,15.47694206237793,9.475469589233398
mps-uncap,1.2,22.53098487854004,16.042804718017578,9.65571403503418
mig,1.2,22.017478942871094,15.504598617553711,9.590601921081543
mps-uncap,1.3,22.48859405517578,16.15743637084961,9.813308715820312
mig,1.3,21.981382369995117,15.453577041625977,9.639501571655273
