mode,load,0_efficientnet_b7-4,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.6,0.015020370483398438,0.014543533325195312,0.012159347534179688
mig,0.6,0.014543533325195312,0.014781951904296875,0.011682510375976562
mps-uncap,0.7,0.014543533325195312,0.014066696166992188,0.011682510375976562
mig,0.7,0.014543533325195312,0.015020370483398438,0.011682510375976562
mps-uncap,0.8,0.015497207641601562,0.012636184692382812,0.011682510375976562
mig,0.8,0.014781951904296875,0.012874603271484375,0.013589859008789062
mps-uncap,0.9,0.012636184692382812,0.014543533325195312,0.012159347534179688
mig,0.9,0.012636184692382812,0.014543533325195312,0.014066696166992188
mps-uncap,1.0,0.01621246337890625,0.020265579223632812,0.014543533325195312
mig,1.0,0.0152587890625,0.0152587890625,0.013589859008789062
mps-uncap,1.1,0.015735626220703125,0.019550323486328125,0.019550323486328125
mig,1.1,0.015497207641601562,0.015497207641601562,0.019073486328125
mps-uncap,1.2,0.018835067749023438,0.020265579223632812,0.020265579223632812
mig,1.2,0.03314018249511719,0.017881393432617188,0.01811981201171875
mps-uncap,1.3,0.027894973754882812,0.015020370483398438,0.015497207641601562
mig,1.3,0.015974044799804688,0.024557113647460938,0.015497207641601562
