mode,load,0_efficientnet_b7-4,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.6,21.332263946533203,14.915227890014648,8.949995040893555
mig,0.6,21.63529396057129,15.079259872436523,9.24825668334961
mps-uncap,0.7,21.689891815185547,15.208005905151367,9.174346923828125
mig,0.7,21.46148681640625,15.30766487121582,9.202718734741211
mps-uncap,0.8,21.58808708190918,15.03896713256836,9.243488311767578
mig,0.8,21.59714698791504,15.16413688659668,9.28497314453125
mps-uncap,0.9,21.785497665405273,15.023469924926758,9.264945983886719
mig,0.9,21.430492401123047,15.154123306274414,9.27734375
mps-uncap,1.0,21.85821533203125,16.062259674072266,9.21630859375
mig,1.0,21.6524600982666,15.06662368774414,9.250402450561523
mps-uncap,1.1,22.13573455810547,15.652656555175781,9.56416130065918
mig,1.1,21.860599517822266,15.405654907226562,9.646415710449219
mps-uncap,1.2,22.082090377807617,15.91944694519043,9.872913360595703
mig,1.2,22.387027740478516,15.769481658935547,9.74416732788086
mps-uncap,1.3,22.186756134033203,15.774726867675781,9.525775909423828
mig,1.3,21.708250045776367,16.210079193115234,9.569883346557617
