mode,load,0_efficientnet_b7-4,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.6,24.038398265838623,17.252440452575684,10.803508758544924
mig,0.6,24.10634040832519,17.223825454711914,10.960578918457031
mps-uncap,0.7,23.883819580078125,16.97890281677246,10.618705749511717
mig,0.7,23.369812965393066,16.852927207946777,10.397825241088867
mps-uncap,0.8,23.29948902130127,16.34075403213501,10.391092300415039
mig,0.8,23.07027816772461,16.666078567504883,10.150365829467773
mps-uncap,0.9,23.562026023864757,16.394073963165283,10.333194732666016
mig,0.9,22.489137649536133,16.215963363647464,10.002176761627195
mps-uncap,1.0,23.02344560623169,16.669082641601562,10.166611671447754
mig,1.0,22.681298255920414,15.979619026184084,9.827330112457275
mps-uncap,1.1,23.077070713043216,16.357517242431644,10.115184783935547
mig,1.1,22.949466705322266,16.174678802490234,9.804997444152832
mps-uncap,1.2,23.133943080902103,16.685147285461426,10.009522438049315
mig,1.2,22.9586935043335,16.14992141723633,9.891378879547121
mps-uncap,1.3,23.16635847091675,16.73893928527832,10.223102569580076
mig,1.3,22.873387336730957,16.06179237365723,10.011589527130123
