mode,load,0_efficientnet_b7-4,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.6,29.76250648498535,18.990278244018555,22.205829620361328
mig,0.6,25.632619857788086,18.518924713134766,13.896942138671875
mps-uncap,0.7,29.742717742919922,19.234418869018555,12.15052604675293
mig,0.7,37.322044372558594,24.19281005859375,23.033618927001953
mps-uncap,0.8,30.314922332763672,24.46150779724121,23.321151733398438
mig,0.8,24.74212646484375,23.617982864379883,20.28179168701172
mps-uncap,0.9,31.28814697265625,26.330947875976562,22.040605545043945
mig,0.9,32.91034698486328,21.700382232666016,10.988235473632812
mps-uncap,1.0,36.33451461791992,27.332305908203125,22.773027420043945
mig,1.0,29.935836791992188,26.739835739135742,19.774436950683594
mps-uncap,1.1,31.97765350341797,28.239011764526367,22.489309310913086
mig,1.1,30.791759490966797,25.307655334472656,20.39933204650879
mps-uncap,1.2,31.95810317993164,26.31378173828125,22.046327590942383
mig,1.2,34.775733947753906,23.12636375427246,21.752357482910156
mps-uncap,1.3,36.10849380493164,28.427839279174805,23.400306701660156
mig,1.3,30.870676040649414,22.02153205871582,17.844676971435547
