mode,load,0_efficientnet_b7-4,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.6,8.481740951538086,5.681872367858887,3.1125545501708984
mig,0.6,8.935213088989258,5.736112594604492,4.185676574707031
mps-uncap,0.7,18.269777297973633,12.802362442016602,7.565736770629883
mig,0.7,14.04118537902832,10.529518127441406,7.539272308349609
mps-uncap,0.8,27.744293212890625,19.693613052368164,14.70184326171875
mig,0.8,21.90995216369629,17.249345779418945,12.65108585357666
mps-uncap,0.9,84.18130874633789,47.41501808166504,26.001334190368652
mig,0.9,68.1614875793457,53.090572357177734,27.00352668762207
mps-uncap,1.0,2198.8272666931152,2449.070930480957,488.1329536437988
mig,1.0,686.2204074859619,261.66272163391113,135.84411144256592
mps-uncap,1.1,4904.06334400177,3866.748809814453,3801.8583059310913
mig,1.1,4262.660503387451,2219.0306186676025,4418.07758808136
mps-uncap,1.2,8220.35801410675,7494.621276855469,7317.45171546936
mig,1.2,7682.5621128082275,8544.009923934937,8631.407380104065
mps-uncap,1.3,10111.117839813232,11252.61402130127,10904.792308807373
mig,1.3,8769.871711730957,10450.803279876709,10920.6463098526
