mode,load,0_densenet161-32,1_efficientnet_b7-2,2_mobilenet_v2-32,3_mobilenet_v3_small-32
mps-uncap,1.0,0.0007152557373046875,0.010967254638671875,0.0007152557373046875,0.008821487426757812
