mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,0.012874603271484375,0.0095367431640625,0.008821487426757812
mps-uncap,0.9,0.013113021850585938,0.0095367431640625,0.008821487426757812
mps-uncap,1.0,0.015735626220703125,0.011205673217773438,0.010013580322265625
mps-uncap,0.5,0.012874603271484375,0.011444091796875,0.010251998901367188
mps-uncap,0.6,0.013113021850585938,0.010013580322265625,0.009775161743164062
mps-uncap,0.7,0.0133514404296875,0.010251998901367188,0.010013580322265625
mps-uncap,0.1,0.020503997802734375,0.012159347534179688,0.011205673217773438
mps-uncap,0.2,0.022172927856445312,0.010967254638671875,0.010967254638671875
mps-uncap,0.3,0.013589859008789062,0.011205673217773438,0.010967254638671875
mps-uncap,0.4,0.0133514404296875,0.010967254638671875,0.010967254638671875
