mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,34.66672897338867,7.58814811706543,7.957363128662111
mps-uncap,0.9,35.892677307128906,8.506536483764648,8.312964439392092
mps-uncap,1.0,36.821532249450684,9.307289123535156,8.713102340698242
mps-uncap,0.5,30.397653579711918,6.518816947937011,6.511020660400391
mps-uncap,0.6,33.000755310058594,6.7650318145751935,7.386374473571777
mps-uncap,0.7,34.94384288787842,6.855869293212891,7.451057434082031
mps-uncap,0.1,25.246667861938477,6.46209716796875,3.711462020874024
mps-uncap,0.2,25.352001190185547,6.341218948364258,5.100703239440916
mps-uncap,0.3,25.823593139648438,6.542015075683594,6.032347679138184
mps-uncap,0.4,28.33406925201416,6.622147560119629,6.271171569824219
