mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,19.6683406829834,2.293825149536133,3.3006668090820312
mps-uncap,0.9,19.684791564941406,2.3190975189208984,3.281116485595703
mps-uncap,1.0,20.032882690429688,2.4154186248779297,3.3173561096191406
mps-uncap,0.5,19.604206085205078,2.312898635864258,3.2913684844970703
mps-uncap,0.6,19.52672004699707,2.3043155670166016,3.2939910888671875
mps-uncap,0.7,19.524097442626953,2.306699752807617,3.2906532287597656
mps-uncap,0.1,19.507884979248047,2.3956298828125,3.2982826232910156
mps-uncap,0.2,19.513607025146484,2.3374557495117188,3.299713134765625
mps-uncap,0.3,19.495487213134766,2.4023056030273438,3.307342529296875
mps-uncap,0.4,19.6073055267334,2.363443374633789,3.285646438598633
