mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,40.213823318481445,7.070660591125488,8.197426795959473
mps-uncap,0.9,74.61190223693848,12.541770935058594,14.413237571716309
mps-uncap,1.0,1002.4245977401733,2300.729513168335,157.56464004516602
mps-uncap,0.5,26.14283561706543,6.114482879638672,3.9741992950439453
mps-uncap,0.6,29.905200004577637,6.149530410766602,5.478501319885254
mps-uncap,0.7,34.05439853668213,5.985260009765625,6.220340728759766
mps-uncap,0.1,23.915529251098633,6.143093109130859,3.538370132446289
mps-uncap,0.2,22.843122482299805,5.965948104858398,3.527402877807617
mps-uncap,0.3,22.800445556640625,6.140708923339844,3.613591194152832
mps-uncap,0.4,24.7802734375,6.164193153381348,3.7965774536132812
