mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,35.860419273376465,9.88088846206665,9.140424728393555
mps-uncap,0.9,36.8887996673584,10.221719741821289,9.339411258697508
mps-uncap,1.0,37.54195213317871,10.555744171142578,9.517717361450199
mps-uncap,0.5,35.16908645629883,8.948762416839598,8.424806594848633
mps-uncap,0.6,35.0657844543457,9.510402679443358,8.994908332824707
mps-uncap,0.7,36.92261457443237,9.529685974121094,8.695483207702637
mps-uncap,0.1,26.74468994140625,7.102346420288087,8.346090316772461
mps-uncap,0.2,27.439289093017578,7.495379447937011,8.3600378036499
mps-uncap,0.3,30.53710460662843,8.871393203735352,8.691101074218745
mps-uncap,0.4,33.5078191757202,9.123308658599854,8.773393630981445
