mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,70.79453468322757,14.009594917297363,15.608978271484375
mps-uncap,0.9,180.38239479064944,42.21677780151367,52.7206897735596
mps-uncap,1.0,2054.6642541885376,3831.5482139587402,353.33662033081055
mps-uncap,0.5,21.72193527221681,6.861066818237304,4.402971267700195
mps-uncap,0.6,30.61819076538086,8.044958114624023,7.621932029724123
mps-uncap,0.7,41.326475143432624,9.479570388793945,9.521842002868652
mps-uncap,0.1,0.06976127624511719,0.07605552673339844,0.0705718994140625
mps-uncap,0.2,2.3827552795410196,3.133487701416016,0.11665821075439267
mps-uncap,0.3,12.658119201660156,4.717922210693362,1.8557310104370126
mps-uncap,0.4,18.86749267578125,5.733203887939451,3.2669067382812513
