mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,19.901514053344727,2.3488998413085938,3.3156871795654297
mps-uncap,0.9,20.09105682373047,2.361297607421875,3.300189971923828
mps-uncap,1.0,27.683734893798828,2.500772476196289,3.3295154571533203
mps-uncap,0.5,19.65928077697754,2.362966537475586,3.3028125762939453
mps-uncap,0.6,19.585132598876953,2.3336410522460938,3.3156871795654297
mps-uncap,0.7,19.546985626220703,2.3300647735595703,3.3016204833984375
mps-uncap,0.1,19.52838897705078,2.424955368041992,3.3125877380371094
mps-uncap,0.2,19.559860229492188,2.3882389068603516,3.3197402954101562
mps-uncap,0.3,19.533157348632812,2.475738525390625,3.322601318359375
mps-uncap,0.4,19.68097686767578,2.4378299713134766,3.304719924926758
